B2-072	DEAD	3	Counterexample: any cell buried more than dispersion cells from an opening has no legal move on any frame, so a wide column eroded only from its edges.
B2-073	DEAD	2	Superseding mechanism measured indistinguishable at 56,640 gas cells (own-tile array index), and the condition still holds -- World::fields is still an FxHashMap (verified).
B2-074	META	3	Question 1: the thing rejected is the measurement horizon itself, a sweep method -- reviving it changes a comparison, not the engine.
B2-075	DEAD	3	Disjoint call set: sleeping cells are by definition not visited, so the coupling never fired for the case it was built for -- the rubric's named design-fault case.
B2-076	DEAD	3	Counterexample: roots are plant cells with the soil bed resting on them, so an ungated shake stirred 1,235 cells of soil against 429 when gated on open air.
B2-077	DEAD	2	Measured counterexample (35% establishment failure because an order-0 seedling sees only the trunk tier), and the juvenile/adult axis the clause names still does not exist.
B2-078	DEAD	3	Arithmetic: a max over a population is a statistic about its extreme member, so a threshold fitted above it excludes the exact case the threshold exists for.
B2-079	EXPIRED	3	Condition met, no re-test recorded: wood.ron and log.ron now ship ignition_temperature 400.0 and deadleaf.ron 320.0, so the heat-only path can light something today.
B2-080	DEAD	3	Counterexample (a puddle sat on damp ground forever) compounded by the gate making the conservation test pass against dead code; min(fill, room) supersedes it.
B2-081	COSTED	3	Measured scan cost (82,487 re-scanned primed cells against 1,160 at interval 3) with a named condition: a cheaper primed-site walk.
B2-082	EXPIRED	2	The named condition was direct chunk-array neighbour access instead of a World::get HashMap lookup per neighbour, and ChunkGrid has since made World::get a dense Vec index -- the ~10 ms figure predates the rebuilt cost baseline.
B2-083	DEAD	3	Structural: a per-frame-priced verb with a positive resting sum is a state rather than an outcome; the exactly-cancelled bias (squash(0.0) == 0.0) supersedes it.
B2-084	DEAD	3	Counterexample: 86% of one-frame debris landed immediately and refilled its own crater; staged spawning plus debris_fraction supersedes on both look and cost.
B2-085	DEAD	3	Structural trap: chunk sleep is keyed on writes, so a deferral that writes nothing lets the chunk settle and freezes the grain mid-water forever.
B2-086	EXPIRED	2	Condition met, no re-test recorded: the monotone high-water girth memory the clause gates on exists today as OrganismCell::q_peak, explicitly distinguishing a plant that lost foliage from one that never had any.
B2-087	DEAD	3	Counterexample: 0.000 humidification against 2.310 for the identical body three rows up; the moisture-only read-through exception supersedes it.
B2-088	CONFOUNDED	2	Measured only on a bed reading 0.000 available in every arm -- a scene with no gradient for the mechanism to express -- and the deep bed where the gate works is named and untested.
B2-089	DEAD	3	Structural: leaving aux at its default makes an entire generated world read anchored while being structurally invalid, so any scheduling change collapses it globally.
B2-090	DEAD	2	Rule A: delete the 8.1 -> 12.7 ms figure and the reason survives -- the dispatch site already holds the Cell, so the call-site guard is a Vec index against a per-cell lookup.
B2-091	DEAD	2	Magnitude arithmetic with the arms verified different (19.4% of the frame redrawn): a median move of 11 of 255 against a ~28-point intra-palette step, and the owner saw no difference.
B2-092	DEAD	3	Counterexample: total |pressure| after 200 steps went 2.9 -> 2177.8 with the clamp, and the clamp width is fixed by the halo the awake set provides, not chosen as a margin.
B2-093	DEAD	2	Observed counterexample rather than a null: the rule fires on every one-cell hole in dense tissue, 741 filled corners in a 64x40 crop, and the selector-mode re-test condition is unmet.
B2-094	DEAD	3	Structural: damage is recorded on boundaries so a face interior carries no mark; the zero is mechanically explained and the per-domain flag moved the numbers (6 -> 14 failures).
B2-095	DEAD	3	Counterexample: plant_creature_seed refused every site in the world at k=2 because supersampling away from the origin moved the anchor out of the head's block.
B2-096	DEAD	3	Structural: the load model's only verdicts are holds and fails, so reaching the clamp crushes pieces instead of laying them down; verified that load.rs still has no go-over outcome.
B2-097	DEAD	3	Structural: a compositional guarantee implemented by fixing the shape is not a parameter, so amplitude knobs cannot vary it; regional layout with a minimum elevation spread supersedes it.
B2-098	DEAD	3	Arithmetic impossibility: round(0.9*n) == n for n in 1..=5 is a non-decaying limit cycle, so residual flux never reaches a small epsilon.
B2-099	DEAD	2	Arithmetic: at 150 the levelling budget is unreachable by construction and the residual unevenness is visible, which is the bar this project judges by.
B2-100	DEAD	2	Arithmetic: at ~8 cells of cover a roof cell's mass is already below the cap, so min(mass, Hp) is the identity; the moment arm is the binding constraint and the A/B switch showed it.
B2-101	DEAD	3	Structural: relax_region seeds its boundary from stale-low outside values, and the arm that looked like a win was a vanished-work artifact caught by the SETTLE_GROUND control (max aux 142 against 2,482).
B2-102	DEAD	3	Arithmetic: a floor at grant+1 is not a margin, so a newborn breeds on one unit of energy and the colony becomes a birth-death treadmill visible in live, not in births.
B2-103	DEAD	3	Structural: leaf count scales with plant size while interception self-bounds via self-shading, so every tip's share never falls and the stand fuses (38,605 against 1,723 cells).
B2-104	DEAD	2	Three in-repo counterexamples of stale enumerations (light with no writer, canopy density with an always-zero reader, pressure with no consumer) plus the superseding World::set test that shipped.
B2-105	DEAD	3	Playtest counterexample (a one-row sky-to-dark transition read as way too intense and made every cave mouth a flat cutout); the 24-cell positional ramp supersedes it.
B2-106	SUSPECT-INSTRUMENT	2?	The rejection is a redundancy syllogism with no published measurement or spread at all, and the entry itself says only a sheet could settle it -- the rubric treats such a null as instrument-limited.
