A037	DEAD	2	2	Both extremes are measured counterexamples -- k=2 holds everything (100/100/61), k=8 is indistinguishable from arching off (26/30/25) -- and k=4, the setting that separates tunnel from gallery, shipped.
A038	COSTED	BOTH-WRONG	2	Paired over five presets x four seeds the wide bound buys a median ratio of exactly 1.00x while its worst frame hits 70.6 ms against a 60 ms budget, and the entry names the condition that changes the arithmetic (a blast-side repeat bonus, or default_joint_density -- still 0.9 at src/sim/explosion.rs:434 -- going to 1.0 in the near field).
A039	CONFOUNDED	1	2	Verified: field.rs clamps pressure and only the advection displacement (field.rs:3643), never velocity, so the shockwave that swamped the lean is a neighbouring subsystem and the entry's own velocity-clamp condition is unmet.
A040	DEAD	2	3	Contradictory requirements: the shelf case and the column case share base, so no single multiplier can recalibrate one without breaking the other -- measured (scene=worked 7 -> 918 overload failures) and withdrawn.
A041	DEAD	2	3	The constant contradicted its own justification -- field capacity is where a drained column rests -- so the rule fired in ordinary damp ground, and SOIL_WATERLOGGED superseded it with a founders=0 control separating the threshold from the digging.
A042	DEAD	2	2	The early exit is keyed on conductivity == 0, so any nonzero default makes every sand and water cell pay four neighbour reads for nothing; explicit opt-in supersedes and the clause names no condition under which that arithmetic changes.
A043	DEAD	2	2	A blind owner A/B is a counterexample to the session's own prediction, and the named re-test condition is unmet: Purpose::CaveVariety is claimed-but-unused (src/worldgen/noise.rs:176-178), so the Phase 3 cave-shape work has not landed.
A044	DEAD	2	2	Measured monotone leak arithmetic (0.27 at magnitude 5, 0.09 at 12, -0.967 at 30) is a counterexample to a shallower gate; the mutation-fragility caveat is about the shipped value and makes the rejection stricter, not weaker.
A045	DEAD	2	3	Structural: while income is per-column sky visibility under a height bound (plant.rs:4119 ambient_light_above is still the reader) the light-optimal stand IS the one-cell slab, so those levers push growth into the artifact -- and no cost measurement is involved, so COSTED cannot apply.
A046	RE-TESTED	2	3	The named condition exists -- plagiotropic_here at src/sim/plant.rs:4525 -- and the re-measurement is recorded at plant.rs:1090-1097: weeping/upward_weight, sympody, tropism and acrotony all fired with counters printed and moved nothing visible.
A047	DEAD	2	3	Rule A: delete the 12-run cost sweep and the rejection still stands on the owner's pattern counterexample (one weight everywhere is a binary outcome) and the fixed-radius ring; both were replaced by a per-boundary headroom width.
A048	DEAD	2	3	Rule A: delete the ~1.7x figure and redundancy by construction survives -- write_cell already returns the old cell (src/sim/world.rs:7071-7083), so the separate get buys nothing at any lookup cost.
A049	DEAD	2	2	field.rs:3033 counts only Solid|Plant as opaque, so no plant-side rule can see a powder burial -- proven with a positive control (stone arm 3.27 -> 0.27) -- and the route named is a field-side opaque flag, which Material still does not carry.
A050	DEAD	2	2	Binary immunity is a counterexample (scene=ligament stands forever, one chip levels a castle) and the capacity-multiplier form shipped as MaterialDef::attached_span_bonus (src/sim/material.rs:1292).
A051	COSTED	2	2	The saving is measured at ~655 KB/frame and is nowhere near a bottleneck, against the cost of forking, and the entry names the condition that changes it -- a crate exposing partial uploads; Cargo.lock still pins pixels 0.17.2.
A052	DEAD	2	2	Correctness counterexample, not a cost trade: paced relaxation lets count-to-infinity push cells past their span before the anchor arrives, producing visible crumbling on frame one; the converged Dijkstra at generation shipped.
A053	DEAD	2	3	Rule A: delete the water-table census and the owner's standing decline of a roof that falls in still rejects it, and the census itself shows a monotone rising band -- a binary arriving slowly, not a middle.
A054	DEAD	2	2	The any-cover test is correct on its own terms -- whatever covers the cell falls into the vacated spot either way -- so the reason survives deleting the stress-scene timing.
A055	RE-TESTED	2	3	The entry carries its own re-test (2026-09-11, P2's flitter): reach was met at 35/45/58 rows against a ~22-row flower and flower_visits still read 5/2/0, moving the gap from reach to encounter.
A056	CONFOUNDED	1	2	SpeciesRegistry::param_scale (src/sim/organism.rs:2557-2575) is still a corpus-wide max, so the shared channel's step (0.25 x conifer's 700 = 175) cannot express a move inside herb's authored 60 -- resolution of a shared channel suppressing a mechanism that ran.
A057	UNBUILT	2	3	No measurement is recorded at all: full MPM was declined at design time against a ~16 ms CPU budget with only its friction-angle parameterisation kept, which is UNBUILT rather than COSTED.
A058	DEAD	2	2	Measured counterexample with a mechanical cause: loose tilth runs down update_powder's straight-down rule and closes the gallery (roofed void 2/1 against 54/58 tamped), and tamp-on-placement shipped.
A059	EXPIRED	2	2	The author's trigger is met -- plant-substrate-v2-design.md is 'implemented and merged' and tree.ron now has a real Leaf entry with its own Photosynthesize -- yet GrowingTip still ships the superseded 6-way pair (cost 0.2 / rate 0.5, assets/species/tree.ron:176,407) and no cost/rate/reserve sweep is recorded.
A060	DEAD	2	2	The constant was sized against one write rather than the balance the drops actually reach (0.031 of saturation world-wide), and the value re-derived from the steady state (0.45) superseded it.
A061	LANDED	2	3	Condition met and taken: the score is divisive today (src/sim/plant.rs:5076, preference / (1.0 + density * crowding_weight)) and every shipped plant species authors crowding_weight 30.0 on its shoot, far past the old 20.0 cliff.
A062	DEAD	2	3	A strictly-better superseding mechanism shipped -- the worker's own-tile array index, measured indistinguishable at 56,640 gas cells (6.39 vs 6.46 ms) -- so the per-cell hash-map read has no route back whatever the map costs.
A063	META	2	3	Question 1: the rejected thing is the comparison's 1,000-tick horizon, a sweep method; reviving it changes a comparison, not the engine.
A064	DEAD	2	3	Disjoint call set, which the rubric names as a design fault in the mechanism: sleeping cells are by definition not visited, so the coupling never fired for the case it was built for, independent of the HashMap cost.
A065	DEAD	2	2	Structural: a verb priced per frame with a positive resting sum is a state rather than an outcome, and the exactly-cancelled bias (squash(0.0) == 0.0 until BloomNear lifts it) superseded it.
A066	DEAD	2	3	Rule A: delete the 8.1 -> 12.7 ms figure and the reason survives -- the dispatch site already holds the Cell, so the call-site guard is a Vec index against a per-cell lookup however cheap access becomes.
A067	EXPIRED	1	2	The author's condition is met and unchecked: the chamfer shipped as a MagnifyStyle with NotchRule::Fill/Deep/Cut (src/render.rs:2104-2131) cycled by a key (src/main.rs:591 cycle_magnify_notch), and no owner pick on the real screen is recorded.
A068	DEAD	2	3	Arithmetic: at 150 the B-9 levelling budget is unreachable by construction and the residual unevenness is visible, and the measured 16 shipped.
A069	DEAD	2	3	Same explained identity as the arch-relief entry: at ~8 cells of cover roof-cell mass is already under the cap so min(mass, Hp) is the identity, and the A/B switch showed the moment arm is the binding constraint.
A070	DEAD	2	2	Structural: relax_region seeds its boundary from outside values that are stale-low exactly where a charge severed the load path, so a box cannot be right; the arm that looked like a win was an immunity the entry's own SETTLE_GROUND control killed (max aux 142 against 2,482).
A071	DEAD	1	2	Not an unmeasured syllogism: Reports/plant-evolution-design.md:526 records the owner unable to tell prostrate (order-0 Plagiotropic) from creeper, and 545-552 records the change as behaviour-free for everything shipped -- a counterexample plus expressive redundancy against heading_inertia and a low turgor budget.
